Country,Amount (USD),Transaction Type,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Person Involved
UK,4986691.31,Offshore Transfer,Construction,Switzerland,0,1,High,1,8956
Russia,762148.57,Cryptocurrency,Finance,Russia,0,0,Low,7,4252
Switzerland,1280112.8,Cash Withdrawal,Construction,Singapore,1,0,High,0,8682
Brazil,3119391.25,Property Purchase,Luxury Goods,China,0,0,High,0,7911
Singapore,1539951.32,Property Purchase,Oil & Gas,India,0,0,Low,6,2406
Switzerland,1695414.09,Offshore Transfer,Luxury Goods,UK,0,0,Low,9,8263
India,554981.52,Stocks Transfer,Construction,India,0,1,Low,9,4864
UK,1528045.5,Offshore Transfer,Arms Trade,UAE,0,0,Low,8,243
South Africa,3318328.38,Stocks Transfer,Construction,UAE,0,0,Low,9,8541
Singapore,4234552.08,Offshore Transfer,Casinos,China,0,0,Low,3,7230
Russia,881622.73,Offshore Transfer,Real Estate,Singapore,0,0,Low,0,8938
South Africa,1132993.59,Stocks Transfer,Construction,Russia,0,0,Low,7,2104
South Africa,4905944.53,Cryptocurrency,Casinos,USA,0,1,High,3,3248
UK,3209347.04,Stocks Transfer,Finance,USA,0,1,Low,2,5880
USA,3489310.56,Cash Withdrawal,Luxury Goods,China,0,0,Low,4,8902
UK,3736911.9,Stocks Transfer,Luxury Goods,South Africa,0,0,High,3,907
China,1943859.33,Cryptocurrency,Finance,Singapore,0,0,Low,3,1159
India,4062511.54,Stocks Transfer,Arms Trade,UK,0,0,High,9,4721
USA,1547656.49,Property Purchase,Arms Trade,Switzerland,0,0,High,0,2584
USA,202013.55,Cryptocurrency,Casinos,Russia,0,0,Low,8,8370
South Africa,4577713.29,Cryptocurrency,Construction,USA,0,1,High,0,5586
Switzerland,1401170.53,Cash Withdrawal,Casinos,India,0,1,High,6,3041
Singapore,1368376.6,Cryptocurrency,Casinos,USA,0,0,High,8,1273
UAE,1872365.73,Cryptocurrency,Arms Trade,Brazil,0,0,High,3,6867
South Africa,1485954.19,Stocks Transfer,Arms Trade,Singapore,1,1,Low,0,1765
USA,650460.74,Cryptocurrency,Luxury Goods,Russia,1,0,Low,7,3462
India,4319323.84,Stocks Transfer,Casinos,India,0,1,High,5,2912
Singapore,1210847.62,Stocks Transfer,Real Estate,China,0,0,Low,3,8841
India,3412575.6,Cryptocurrency,Arms Trade,UK,0,0,High,5,6174
UAE,2520795.79,Offshore Transfer,Real Estate,UAE,0,1,High,8,4163
South Africa,3983465.3,Cryptocurrency,Arms Trade,Singapore,1,0,Low,8,4866
Singapore,1979559.53,Stocks Transfer,Arms Trade,Singapore,0,1,High,5,2106
Russia,1112289.35,Property Purchase,Finance,South Africa,0,0,High,9,2812
India,3626781.97,Cryptocurrency,Casinos,Switzerland,1,1,Low,6,6918
USA,4211388.09,Stocks Transfer,Luxury Goods,USA,0,0,High,7,7102
India,3363978.93,Stocks Transfer,Casinos,USA,1,0,Low,4,1554
Brazil,4636485.5,Cryptocurrency,Arms Trade,South Africa,0,0,Low,6,4183
China,1976351.71,Property Purchase,Oil & Gas,Russia,0,0,Low,3,5278
UK,2449881.64,Cash Withdrawal,Arms Trade,India,1,1,High,5,2633
UK,4066086.85,Cash Withdrawal,Arms Trade,UAE,0,0,Low,9,9441
South Africa,4209467.45,Cryptocurrency,Arms Trade,USA,0,0,Low,4,3311
Russia,334333.15,Offshore Transfer,Casinos,Russia,0,0,High,2,8069
Switzerland,4673383.74,Cryptocurrency,Construction,USA,0,0,Low,0,5930
South Africa,211747.37,Property Purchase,Oil & Gas,Switzerland,0,0,High,2,6424
UK,4070267.13,Cryptocurrency,Luxury Goods,USA,0,0,Low,2,5825
China,738085.06,Property Purchase,Oil & Gas,Brazil,0,0,High,5,7698
China,4058344.63,Offshore Transfer,Arms Trade,UK,0,0,Low,5,6458
USA,3796716.61,Offshore Transfer,Casinos,South Africa,1,1,Low,7,1205
China,3566652.96,Offshore Transfer,Casinos,India,0,0,Low,4,8758
India,104773.57,Cash Withdrawal,Finance,Brazil,0,0,Low,8,4957
China,4477966.23,Property Purchase,Casinos,UAE,1,0,High,9,3356
UAE,2437948.3,Cryptocurrency,Casinos,Russia,0,0,Low,5,6456
Russia,3453997.74,Offshore Transfer,Finance,USA,0,0,Low,5,8948
USA,1559176.03,Stocks Transfer,Casinos,Singapore,0,0,High,8,5622
India,2039237.35,Stocks Transfer,Finance,UK,0,0,High,1,4681
Singapore,3346887.66,Stocks Transfer,Arms Trade,UAE,0,0,Low,0,9415
UK,3081256.54,Property Purchase,Casinos,Russia,1,0,High,9,8511
India,2353049.01,Offshore Transfer,Construction,India,0,1,High,2,9853
UK,75232.8,Cash Withdrawal,Casinos,Singapore,0,0,Low,3,3434
Singapore,2705112.88,Offshore Transfer,Casinos,Russia,0,0,Low,0,4123
Russia,1436111.48,Property Purchase,Oil & Gas,Brazil,1,0,Low,5,9009
Switzerland,1887072.94,Property Purchase,Real Estate,UK,0,0,Low,9,4297
India,1933752.32,Property Purchase,Casinos,UAE,0,1,Low,1,8770
Brazil,4890627.61,Stocks Transfer,Oil & Gas,Singapore,0,0,High,0,3970
USA,290572.16,Cryptocurrency,Real Estate,UAE,0,1,Low,3,9788
Singapore,1670400.92,Offshore Transfer,Casinos,USA,0,0,High,9,3751
China,1675761.86,Offshore Transfer,Luxury Goods,Brazil,0,0,Low,6,8452
UK,1733607.27,Stocks Transfer,Luxury Goods,Switzerland,1,0,Low,8,7582
South Africa,3008655.67,Property Purchase,Casinos,China,1,0,High,9,6193
Brazil,4318538.73,Property Purchase,Finance,Brazil,0,0,Low,3,916
Russia,4242246.92,Cash Withdrawal,Real Estate,Russia,0,0,High,8,6230
China,967939.22,Cash Withdrawal,Casinos,Brazil,0,0,High,0,2480
China,1129536.68,Property Purchase,Arms Trade,Switzerland,0,1,High,2,7785
UAE,1252277.66,Cash Withdrawal,Casinos,Switzerland,0,0,High,6,5857
USA,1286578.56,Property Purchase,Oil & Gas,India,0,1,Low,2,964
Russia,730802.38,Stocks Transfer,Casinos,Switzerland,0,0,High,4,8217
UK,2824954.5,Stocks Transfer,Luxury Goods,Russia,0,1,High,6,2416
China,4623772.52,Cash Withdrawal,Real Estate,Brazil,0,0,High,7,503
UK,3589099.03,Offshore Transfer,Arms Trade,South Africa,0,1,Low,8,4355
UK,4774397.42,Cryptocurrency,Real Estate,China,0,0,Low,9,5951
Brazil,3618082.71,Property Purchase,Real Estate,Brazil,0,0,High,7,5608
Russia,1228397.46,Cryptocurrency,Arms Trade,UAE,0,1,Low,1,1635
UAE,1229841.95,Stocks Transfer,Construction,India,0,1,High,3,8090
South Africa,1029060.92,Offshore Transfer,Arms Trade,Switzerland,0,0,Low,4,9092
Singapore,3002106.72,Offshore Transfer,Finance,South Africa,0,0,High,6,6858
Switzerland,3055509.76,Cash Withdrawal,Construction,Singapore,0,0,High,4,837
South Africa,2818865.42,Cryptocurrency,Casinos,India,1,0,High,9,9565
UAE,1328963.2,Cash Withdrawal,Finance,India,0,1,Low,0,3070
India,2174299.74,Property Purchase,Construction,UK,0,0,High,6,7356
UK,1487592.86,Stocks Transfer,Casinos,India,1,1,Low,2,8146
Switzerland,95560.22,Property Purchase,Real Estate,South Africa,0,0,Low,6,1211
India,2534908.21,Cash Withdrawal,Arms Trade,China,0,0,Low,0,9195
UK,326596.38,Cash Withdrawal,Finance,UAE,1,1,High,5,9566
South Africa,1159472.13,Property Purchase,Arms Trade,China,0,1,High,4,3123
India,3481850.43,Cash Withdrawal,Oil & Gas,USA,0,0,High,8,5318
Switzerland,4184756.83,Cash Withdrawal,Real Estate,USA,0,0,Low,2,4325
South Africa,4803328.74,Cash Withdrawal,Luxury Goods,UAE,0,0,Low,1,2790
South Africa,216751.08,Cash Withdrawal,Luxury Goods,South Africa,0,0,High,1,1935
UAE,1097179.91,Cryptocurrency,Finance,UAE,1,0,High,3,4483
Switzerland,3364827.46,Cryptocurrency,Oil & Gas,China,0,1,Low,5,2763
Brazil,1517211.86,Offshore Transfer,Luxury Goods,Singapore,0,0,High,0,1082
India,3242903.56,Cryptocurrency,Real Estate,South Africa,0,1,High,8,9113
Singapore,3728397.19,Cryptocurrency,Oil & Gas,China,1,0,High,4,8647
China,1657329.96,Property Purchase,Arms Trade,Russia,0,0,High,8,6479
Russia,2563269.77,Property Purchase,Casinos,Brazil,0,0,Low,4,1548
UAE,4871181.66,Cash Withdrawal,Construction,Singapore,0,0,High,0,488
India,3798983.88,Cash Withdrawal,Casinos,UK,0,1,High,0,9346
Russia,611234.83,Cash Withdrawal,Construction,USA,0,1,High,2,9730
China,2974647.37,Property Purchase,Casinos,UAE,0,1,Low,3,5922
India,93757.36,Offshore Transfer,Luxury Goods,South Africa,0,0,Low,9,7928
Switzerland,4368070.89,Cash Withdrawal,Luxury Goods,Switzerland,0,0,Low,2,4408
UAE,974197.08,Stocks Transfer,Oil & Gas,UAE,0,0,Low,3,8831
India,3745765.28,Cryptocurrency,Arms Trade,India,1,1,High,5,1085
South Africa,3587999.08,Property Purchase,Construction,Russia,0,1,Low,7,8187
Switzerland,2604596.18,Stocks Transfer,Finance,China,0,0,Low,7,9057
Singapore,3929062.56,Offshore Transfer,Arms Trade,UAE,0,0,High,8,3179
Switzerland,323217.27,Cash Withdrawal,Real Estate,Singapore,0,0,Low,2,5838
Russia,1781153.12,Property Purchase,Real Estate,South Africa,0,0,High,1,5920
China,537625.73,Stocks Transfer,Oil & Gas,South Africa,0,1,High,7,1981
UK,2965823.02,Offshore Transfer,Luxury Goods,Brazil,0,0,Low,9,5297
UK,1026213.57,Cryptocurrency,Finance,USA,0,0,High,5,5609
USA,4071307.03,Offshore Transfer,Real Estate,South Africa,1,0,High,0,8758
Russia,784811.89,Cash Withdrawal,Casinos,Brazil,0,0,High,5,7010
UK,2866282.33,Cash Withdrawal,Casinos,USA,1,0,High,0,8418
Russia,3499276.33,Stocks Transfer,Oil & Gas,China,0,0,High,4,1404
UK,3659282.02,Cash Withdrawal,Real Estate,UAE,0,1,Low,0,2613
Switzerland,4241993.6,Cash Withdrawal,Finance,USA,1,0,High,3,3228
UK,3285314.7,Cash Withdrawal,Casinos,Brazil,1,0,High,9,9097
UK,1683259.73,Cryptocurrency,Real Estate,UAE,0,0,High,3,2
Brazil,3800960.58,Offshore Transfer,Casinos,China,0,1,High,3,812
Singapore,2114712.34,Cash Withdrawal,Finance,UAE,0,1,Low,1,4826
Russia,2454992.83,Cash Withdrawal,Luxury Goods,India,0,0,High,9,1849
China,1877583.61,Cryptocurrency,Oil & Gas,USA,0,0,High,4,2760
UAE,609368.65,Cryptocurrency,Oil & Gas,Singapore,0,0,High,6,2545
India,1565851.18,Cryptocurrency,Finance,Singapore,0,0,Low,5,2339
UK,3820665.92,Offshore Transfer,Construction,UAE,0,0,High,2,4598
UAE,2059618.85,Cash Withdrawal,Casinos,India,1,0,High,6,3275
China,2788557.54,Offshore Transfer,Casinos,USA,0,1,Low,5,7678
UAE,2546576.75,Stocks Transfer,Casinos,USA,1,0,Low,8,215
China,1168005.28,Cryptocurrency,Luxury Goods,UAE,0,0,Low,0,8486
China,4573244.28,Offshore Transfer,Arms Trade,India,0,0,High,5,6614
South Africa,4207299.67,Offshore Transfer,Casinos,Russia,1,0,Low,8,6916
India,247725.04,Offshore Transfer,Oil & Gas,UK,0,0,Low,8,6346
China,1609461.52,Cryptocurrency,Luxury Goods,South Africa,1,0,Low,7,193
UK,826338.07,Cryptocurrency,Arms Trade,USA,0,0,High,6,118
South Africa,4003093.07,Offshore Transfer,Casinos,Switzerland,0,0,Low,8,2902
USA,3998888.1,Cash Withdrawal,Casinos,UK,0,0,High,4,6717
UK,2823110.97,Stocks Transfer,Casinos,UAE,1,0,Low,9,5151
India,1735901.99,Cryptocurrency,Construction,Russia,0,0,High,2,3380
Switzerland,3904318.29,Cash Withdrawal,Construction,UK,0,0,Low,4,5262
Russia,4135194.93,Property Purchase,Finance,Switzerland,0,0,Low,2,28
USA,517978.74,Property Purchase,Luxury Goods,South Africa,0,0,Low,7,4991
UK,1806178.61,Cash Withdrawal,Real Estate,India,0,0,Low,1,5886
Singapore,1964984.27,Property Purchase,Oil & Gas,India,0,0,High,5,547
Singapore,3123879.56,Cash Withdrawal,Luxury Goods,UK,0,1,Low,1,5474
USA,3208156.98,Stocks Transfer,Casinos,Brazil,0,0,High,1,6481
South Africa,282033.32,Cryptocurrency,Construction,Brazil,1,0,High,4,7200
Singapore,3455986.37,Property Purchase,Construction,UAE,0,0,Low,5,225
UAE,2063818.02,Offshore Transfer,Casinos,Switzerland,0,0,Low,0,2819
UAE,1001602.94,Cash Withdrawal,Casinos,Russia,1,0,High,6,1741
China,4491084.98,Cryptocurrency,Finance,Singapore,0,1,Low,7,3239
Singapore,3620699.07,Cash Withdrawal,Real Estate,China,0,1,High,8,2330
South Africa,4584993.58,Stocks Transfer,Oil & Gas,Brazil,1,1,High,9,8984
UAE,1384866.68,Cash Withdrawal,Arms Trade,UK,1,0,High,8,7372
Brazil,2212802.5,Cash Withdrawal,Arms Trade,India,0,0,High,2,8505
China,3200837.04,Cash Withdrawal,Casinos,China,0,0,Low,9,1250
India,2240116.24,Property Purchase,Finance,Switzerland,0,0,High,1,2462
China,1523771.89,Cryptocurrency,Arms Trade,Singapore,0,0,High,3,3283
UK,1063106.61,Stocks Transfer,Real Estate,China,1,1,Low,0,3716
USA,4330633.28,Offshore Transfer,Real Estate,UK,0,1,Low,4,6203
Switzerland,603403.49,Cash Withdrawal,Luxury Goods,UAE,1,1,Low,4,7958
UAE,392081.34,Property Purchase,Construction,Singapore,1,0,High,0,7990
Switzerland,2082459.4,Property Purchase,Construction,China,0,0,Low,3,7276
UK,2134960.38,Stocks Transfer,Real Estate,India,0,0,Low,9,7872
UAE,1731386.46,Cryptocurrency,Finance,USA,0,0,High,5,9223
China,2631121.3,Offshore Transfer,Arms Trade,Brazil,0,0,Low,7,9731
South Africa,3707961.01,Cash Withdrawal,Arms Trade,Singapore,0,0,High,2,3034
USA,2256923.3,Stocks Transfer,Casinos,Brazil,0,0,Low,2,8747
South Africa,3523672.21,Cryptocurrency,Construction,China,0,0,High,5,5715
UAE,1632357.44,Cash Withdrawal,Arms Trade,Russia,1,0,High,0,2421
South Africa,4126912.55,Cash Withdrawal,Luxury Goods,Switzerland,0,0,High,2,2293
UAE,729075.77,Stocks Transfer,Arms Trade,UK,0,1,High,8,4279
Brazil,1469606.63,Offshore Transfer,Luxury Goods,South Africa,0,0,High,5,5284
Brazil,3901393.76,Stocks Transfer,Oil & Gas,Switzerland,0,1,High,4,5611
Switzerland,4988979.82,Stocks Transfer,Casinos,South Africa,0,0,High,3,1587
India,1182805.94,Property Purchase,Casinos,UAE,0,0,High,3,8843
India,2704664.61,Property Purchase,Luxury Goods,UAE,0,0,Low,6,3205
Switzerland,2653356.36,Offshore Transfer,Oil & Gas,Singapore,0,1,High,5,1647
Singapore,725344.58,Stocks Transfer,Finance,China,1,0,High,8,7924
South Africa,1756444.48,Property Purchase,Construction,USA,0,0,Low,6,3794
UAE,439956.58,Property Purchase,Luxury Goods,Brazil,0,0,High,1,6852
China,3244423.71,Stocks Transfer,Finance,Switzerland,1,0,High,6,1156
Brazil,4606900.57,Offshore Transfer,Real Estate,Brazil,0,0,Low,9,8940
UAE,39154.6,Property Purchase,Real Estate,China,0,0,Low,4,4005
UAE,4086070.15,Offshore Transfer,Finance,China,0,0,Low,1,4322
Singapore,2141563.26,Offshore Transfer,Real Estate,Russia,0,1,High,8,4587
Switzerland,3469654.28,Cryptocurrency,Arms Trade,Russia,0,0,Low,9,1652
South Africa,3609888.55,Property Purchase,Real Estate,China,0,0,High,8,4464
India,1484170.54,Cash Withdrawal,Arms Trade,Singapore,0,1,High,1,2385
India,2567646.13,Stocks Transfer,Real Estate,USA,0,1,High,1,7886
India,4483448.28,Stocks Transfer,Real Estate,UAE,0,0,High,5,4290
UAE,3897072.36,Property Purchase,Casinos,UK,0,1,High,6,133
South Africa,3339701.82,Cash Withdrawal,Finance,India,0,0,Low,8,1603
Switzerland,2843707.3,Stocks Transfer,Luxury Goods,India,0,0,High,1,2007
UK,575134.05,Cash Withdrawal,Arms Trade,South Africa,0,1,Low,5,59
South Africa,1967731.66,Cryptocurrency,Real Estate,Singapore,0,0,Low,7,49
Brazil,2566704.95,Cryptocurrency,Luxury Goods,Singapore,0,0,Low,8,5912
Brazil,897557.52,Stocks Transfer,Casinos,UK,0,0,High,8,2580
USA,4814941.76,Property Purchase,Real Estate,Switzerland,0,0,High,4,3297
Singapore,1653425.36,Cash Withdrawal,Finance,China,0,1,Low,2,8657
USA,103260.93,Cash Withdrawal,Finance,India,0,0,High,5,8230
Singapore,3684685.63,Cash Withdrawal,Luxury Goods,India,0,0,Low,8,4767
USA,1426908.45,Property Purchase,Oil & Gas,Switzerland,0,0,Low,4,7125
USA,4512653.87,Cash Withdrawal,Luxury Goods,UAE,0,0,High,5,4654
Brazil,3847027.65,Offshore Transfer,Casinos,USA,0,0,High,6,8772
UK,1649156.66,Stocks Transfer,Arms Trade,South Africa,1,1,High,5,9768
Brazil,3508580.98,Cryptocurrency,Finance,UAE,0,0,High,8,5069
China,2028441.96,Property Purchase,Arms Trade,UAE,1,0,High,5,5809
UAE,2573774.95,Cryptocurrency,Luxury Goods,India,0,0,High,1,5461
Switzerland,267409.88,Cash Withdrawal,Real Estate,Russia,0,0,Low,1,301
South Africa,4513392.37,Stocks Transfer,Finance,Russia,0,0,High,6,514
India,4664085.61,Cryptocurrency,Oil & Gas,India,0,1,High,1,4166
UAE,650625.51,Property Purchase,Real Estate,China,0,1,High,3,9031
Brazil,3073897.4,Offshore Transfer,Oil & Gas,China,0,1,Low,2,8380
UK,205131.54,Property Purchase,Oil & Gas,UK,0,1,High,6,3801
Switzerland,3866593.02,Cash Withdrawal,Construction,China,0,1,Low,2,1452
South Africa,371659.21,Stocks Transfer,Construction,Singapore,0,1,High,0,3023
South Africa,502495.86,Cash Withdrawal,Luxury Goods,India,1,1,High,1,1699
Russia,4071667.66,Offshore Transfer,Construction,Singapore,0,0,High,8,8937
USA,2884776,Cash Withdrawal,Finance,China,0,1,Low,7,7051
Russia,2215644.59,Cash Withdrawal,Luxury Goods,UK,0,0,High,3,9133
USA,4361395.97,Cryptocurrency,Finance,Switzerland,0,0,High,6,789
Singapore,1998154.17,Property Purchase,Real Estate,UK,0,1,High,6,2977
China,1513321.64,Property Purchase,Real Estate,China,0,0,High,7,4485
Russia,375596.17,Cash Withdrawal,Real Estate,China,0,0,Low,6,2571
UAE,1865088.46,Property Purchase,Finance,Brazil,0,0,High,6,388
China,2031443.99,Offshore Transfer,Casinos,UAE,0,1,Low,2,7072
Switzerland,4730659.83,Offshore Transfer,Construction,South Africa,0,1,Low,1,7235
South Africa,608390.9,Stocks Transfer,Arms Trade,Brazil,0,0,High,8,4959
Singapore,2128021.53,Stocks Transfer,Finance,India,0,0,High,5,129
Singapore,2492351.11,Offshore Transfer,Luxury Goods,Singapore,0,0,High,0,7427
Switzerland,2225574.09,Offshore Transfer,Finance,Singapore,0,0,High,4,8611
Switzerland,1973501.15,Property Purchase,Real Estate,China,1,1,High,6,8587
Russia,1162228.52,Property Purchase,Arms Trade,India,0,0,High,1,545
USA,365629.29,Stocks Transfer,Oil & Gas,USA,0,0,High,2,9483
China,2085210.99,Property Purchase,Real Estate,South Africa,0,0,High,8,1750
UK,3567562.33,Offshore Transfer,Arms Trade,Brazil,0,0,High,5,8333
Russia,591346.49,Property Purchase,Casinos,Russia,0,0,High,7,7454
China,3482457.66,Cryptocurrency,Arms Trade,Switzerland,0,1,High,8,9186
Brazil,279543.28,Cash Withdrawal,Luxury Goods,India,0,0,High,4,5315
India,980844.6,Offshore Transfer,Real Estate,Brazil,0,1,High,6,413
India,3204078.19,Property Purchase,Construction,India,0,0,High,4,5848
UAE,2653616.16,Stocks Transfer,Construction,India,0,0,High,1,5146
India,1760655.93,Stocks Transfer,Finance,UAE,0,0,High,6,4051
UK,1845545.51,Stocks Transfer,Luxury Goods,Brazil,0,0,Low,4,1872
Brazil,3798283.67,Cash Withdrawal,Construction,UK,0,0,Low,6,6677
Russia,1668808.93,Cash Withdrawal,Construction,Russia,0,0,Low,2,7418
Switzerland,1872266.24,Cash Withdrawal,Real Estate,South Africa,0,0,Low,2,7495
Russia,2813710.51,Cash Withdrawal,Luxury Goods,South Africa,0,0,Low,7,6712
Russia,29951.33,Property Purchase,Finance,UK,1,0,Low,9,2615
USA,1142518.02,Property Purchase,Casinos,UAE,0,1,High,7,647
USA,2087889.1,Offshore Transfer,Oil & Gas,Russia,0,0,High,6,6044
UK,2131811.63,Cryptocurrency,Finance,UAE,0,0,Low,5,2247
Singapore,2501338.09,Cash Withdrawal,Casinos,Singapore,0,1,Low,4,7219
UK,4443679.6,Cryptocurrency,Casinos,Brazil,0,0,Low,6,1500
Russia,3717084.29,Cash Withdrawal,Construction,China,0,1,High,0,4720
Russia,2205832.86,Cash Withdrawal,Construction,South Africa,0,0,High,4,9870
Switzerland,1380240.85,Property Purchase,Oil & Gas,Singapore,0,0,High,4,1609
Russia,989720.42,Property Purchase,Real Estate,UAE,0,0,Low,4,9570
South Africa,1702458.49,Cryptocurrency,Finance,Singapore,0,0,High,3,1091
Switzerland,104118.72,Property Purchase,Oil & Gas,India,0,1,High,6,6286
India,2829274.89,Offshore Transfer,Luxury Goods,Brazil,0,1,Low,5,9544
USA,1598050.93,Cryptocurrency,Arms Trade,Russia,0,1,High,4,2854
UAE,1116831.65,Stocks Transfer,Construction,UK,0,1,High,3,6915
Singapore,742217.14,Cash Withdrawal,Oil & Gas,Switzerland,0,0,Low,0,8847
Switzerland,1118850.29,Property Purchase,Construction,USA,0,0,Low,6,9277
UK,1442887.85,Property Purchase,Casinos,Brazil,0,1,High,8,9079
UK,3874568.56,Offshore Transfer,Casinos,South Africa,1,1,High,3,6456
Russia,1312300.72,Cash Withdrawal,Real Estate,Switzerland,0,0,High,8,2737
UK,2034444.78,Stocks Transfer,Construction,USA,0,1,Low,2,3836
UAE,3307041.89,Property Purchase,Construction,India,0,0,Low,5,7608
Brazil,298212.67,Offshore Transfer,Luxury Goods,India,0,0,High,9,3459
India,2698882.2,Cryptocurrency,Luxury Goods,South Africa,1,0,Low,7,5887
USA,3965928.32,Cryptocurrency,Oil & Gas,South Africa,0,1,High,0,6037
Switzerland,3621245.56,Cryptocurrency,Construction,USA,1,1,Low,7,6549
USA,4467459.91,Stocks Transfer,Construction,USA,1,0,Low,8,7652
South Africa,4318057.99,Cash Withdrawal,Finance,China,1,1,Low,9,8887
UK,565458.56,Property Purchase,Real Estate,UK,0,1,High,8,9394
Brazil,445102.45,Cryptocurrency,Finance,Switzerland,0,0,Low,7,5687
South Africa,1238258.8,Cryptocurrency,Finance,UK,0,0,Low,9,5345
Switzerland,3111500.25,Stocks Transfer,Real Estate,Switzerland,0,1,High,4,7793
UAE,2037174.05,Offshore Transfer,Luxury Goods,India,0,0,Low,9,4392
China,1250037.68,Property Purchase,Oil & Gas,Singapore,1,1,High,5,9889
Russia,4770402.61,Cash Withdrawal,Construction,China,0,1,High,4,5498
Brazil,3363863.01,Cash Withdrawal,Casinos,China,1,1,High,3,5261
Russia,2764137.83,Cash Withdrawal,Luxury Goods,Russia,0,0,High,0,9112
Switzerland,3891307.31,Property Purchase,Finance,UK,1,0,High,6,3770
South Africa,2672359.11,Stocks Transfer,Arms Trade,Switzerland,0,1,Low,5,572
Brazil,3539701.05,Stocks Transfer,Luxury Goods,Singapore,1,1,High,9,2736
